"GeoID","ID_2","Name","Pop_Total","PopForPov","Below_Pov","Pov_Rate","PovUnder18","Pov_18to64","Pov_65Over","HH_Total","HH_SNAP","SNAP_Rate","MHI","PctWhite","PctAfrAm","PctAsian","PctMulti","PctHispLat","Median_Age","LangEngOnl","Lang_Other","MedianRent","Unemp_Rate","Pct_Disabl","Pct_Unins","HU_Total","HU_Occ","HU_Vacant","Pct_HU_Vac","Owner_Occ","Renter_Occ","Pct_Rent","HU_NoVeh","Pct_NoVeh"
"9700000US4214730",4214730,"Marion Center Area School District, Pennsylvania",10365,10323,1436,13.9,22.7,12.1,7.9,3841,375,9.7630825306,51003,99.1413410516,0.1350699469,0.0289435601,0.4438012542,0.0868306802,40.9,92.5,7.5,429,7.1,13.8,14.7,4318,3841,477,11.0467809171,3232,609,15.8552460297,292,7.6021869305
"9700000US4214760",4214760,"Marple Newtown School District, Pennsylvania",35725,34937,1750,5,4.8,5.5,3.8,12925,366,2.83172147,81581,91.3925822253,2.0517844647,5.833449965,0.5738278516,2.4184744577,46.5,85.6,14.4,993,6.5,11.7,4.8,13726,12925,801,5.8356403905,10692,2233,17.2765957447,705,5.4545454545
"9700000US4214790",4214790,"Mars Area School District, Pennsylvania",19314,19064,787,4.1,3.3,3.4,8.5,7464,185,2.4785637728,82770,96.727762245,0.3261882572,2.0089054572,0.7507507508,1.3151082117,42.3,96.9,3.1,1004,3.1,8,4.7,7940,7464,476,5.9949622166,6214,1250,16.7470525188,379,5.0777063237
"9700000US4214850",4214850,"Central Fulton School District, Pennsylvania",6433,6363,904,14.2,20.6,13.2,9.2,2618,357,13.6363636364,47344,96.533499145,2.4871755013,0.1865381626,0.668428416,1.0415047412,41.2,99,1,455,9.2,14.9,10.3,3138,2618,520,16.5710643722,1856,762,29.1061879297,186,7.1046600458
"9700000US4214880",4214880,"McGuffey School District, Pennsylvania",12916,12798,1029,8,11.4,7.7,5.3,4910,475,9.6741344196,55118,98.5289563332,0.2245277176,0.1238773614,0.7122948281,0.9368225457,44.5,98.2,1.8,449,6.1,15,9.5,5317,4910,407,7.6546924958,4054,856,17.433808554,153,3.116089613
"9700000US4214940",4214940,"McKeesport Area School District, Pennsylvania",31242,30378,6421,21.1,33.8,20.5,10,13871,3074,22.1613438108,34061,75.699379041,19.9379041035,0.4545163562,3.4568849626,3.0247743422,43.9,95.4,4.6,470,12.4,18.9,11.5,16059,13871,2188,13.6247587023,8389,5482,39.5213034388,2921,21.0583231202
"9700000US4215030",4215030,"Mechanicsburg Area School District, Pennsylvania",28806,26283,1414,5.4,9,5.2,1.7,11585,627,5.4121709107,62205,90.3457612997,3.6832604319,2.3154898285,2.6036242449,1.9718114282,38.8,93.8,6.2,744,7,10.7,5.8,12019,11585,434,3.6109493302,8021,3564,30.7639188606,637,5.498489426
"9700000US4215120",4215120,"Mercer Area School District, Pennsylvania",10624,8870,760,8.6,10.6,8,8.3,3747,533,14.2247131038,50102,91.0109186747,6.842996988,0.2635542169,1.1295180723,1.5530873494,44.7,95.5,4.5,431,6.3,15.6,8.4,4105,3747,358,8.7210718636,3017,730,19.4822524686,280,7.4726447825
"9700000US4215150",4215150,"Meyersdale Area School District, Pennsylvania",7238,7147,970,13.6,17.3,12.5,12.8,2722,327,12.0132255694,43528,99.2539375518,0.2210555402,0.0828958276,0.3730312241,0.5940867643,43.2,92.6,7.4,362,8,16.5,16.2,3273,2722,551,16.8347082188,2216,506,18.5892725937,276,10.1396032329
"9700000US4215170",4215170,"Mid Valley School District, Pennsylvania",15311,15300,1860,12.2,20.8,10,10.5,6621,727,10.9802144691,43653,96.499248906,1.7830318072,0.7184377245,0.5682189276,2.383906995,42,95.4,4.6,487,6.8,16.1,8.1,7347,6621,726,9.8815843201,4425,2196,33.1671952877,659,9.9531792781
"9700000US4215210",4215210,"Midd-West School District, Pennsylvania",16913,16839,2295,13.6,22.9,11.6,7.9,6404,672,10.493441599,44658,98.6696623899,0.5557854905,0.0473008928,0.5439602673,0.3015431916,40.6,93.9,6.1,444,7.3,13.1,13.3,7173,6404,769,10.7207583996,5024,1380,21.5490318551,378,5.9025608994
"9700000US4215240",4215240,"Middletown Area School District, Pennsylvania",18283,17260,2210,12.8,21.2,12.1,3.9,7336,798,10.8778625954,53295,83.7772794399,8.4942296122,2.8769895531,3.4458239895,4.3811190724,38,93.5,6.5,607,5.8,12.8,8,8103,7336,767,9.4656300136,5016,2320,31.6248636859,688,9.3784078517
"9700000US4215270",4215270,"Midland Borough School District, Pennsylvania",2619,2611,725,27.8,33.9,28.1,20.8,1130,391,34.6017699115,24945,72.012218404,16.9912180221,2.520045819,4.8873615884,5.2691867125,45.4,95.1,4.9,362,11.4,23.5,7.6,1368,1130,238,17.3976608187,601,529,46.814159292,262,23.185840708
"9700000US4215290",4215290,"Mifflin County School District, Pennsylvania",43549,42939,6611,15.4,25.1,13.3,9.8,17446,2867,16.4335664336,40296,97.6738845898,0.6475464419,0.3880686124,0.9919860387,1.0562814301,42.7,90.9,9.1,424,8.8,17.1,15.7,19939,17446,2493,12.5031345604,12698,4748,27.2154075433,1818,10.4207268142
"9700000US4215330",4215330,"Millcreek Township School District, Pennsylvania",53780,53048,5515,10.4,15.6,9.6,6.6,22326,2168,9.7106512586,56379,93.3302342878,2.534399405,1.4763852733,1.9114912607,1.8743027148,42.1,94.7,5.3,660,7.3,12.4,6.5,23739,22326,1413,5.9522305068,15728,6598,29.5529875482,1584,7.0948669712
"9700000US4215360",4215360,"Millersburg Area School District, Pennsylvania",6696,6511,517,7.9,10.1,7.9,6.2,2930,228,7.7815699659,52571,97.9838709677,1.0005973716,0.2986857826,0.1941457587,1.5979689367,46.7,97,3,513,6.3,14.8,9.5,3190,2930,260,8.1504702194,2090,840,28.6689419795,317,10.819112628
"9700000US4215450",4215450,"Millville Area School District, Pennsylvania",5472,5347,604,11.3,20.2,8.9,9.5,2258,159,7.0416297609,47083,99.6710526316,0,0.0548245614,0.0365497076,1.6264619883,45.9,97.6,2.4,511,6.1,11,8.7,2443,2258,185,7.5726565698,1780,478,21.1691762622,98,4.3401240035
"9700000US4215480",4215480,"Milton Area School District, Pennsylvania",16800,16663,2476,14.9,29.4,11.5,8.6,7150,621,8.6853146853,44567,97.6011904762,0.8273809524,0.4642857143,0.5654761905,3.375,43.2,96.5,3.5,473,10,16.1,10.6,7761,7150,611,7.8726968174,5359,1791,25.048951049,440,6.1538461538
"9700000US4215510",4215510,"Minersville Area School District, Pennsylvania",8803,8749,1042,11.9,16,12.1,6.7,3829,498,13.0060067903,43471,97.9098034761,0.1817562195,0.1022378735,1.1700556628,1.0110189708,43.3,98.1,1.9,443,12.7,18.2,10.9,4440,3829,611,13.7612612613,2812,1017,26.56045965,416,10.8644554714
"9700000US4215540",4215540,"Mohawk Area School District, Pennsylvania",10739,10682,1105,10.3,13.1,10,8.3,4275,490,11.4619883041,47873,98.8267063972,0.0931185399,0.009311854,0.5214638234,1.2384765807,43.2,96.5,3.5,425,9.1,12.2,12.7,4682,4275,407,8.6928662965,3641,634,14.8304093567,193,4.514619883
"9700000US4215600",4215600,"Monessen City School District, Pennsylvania",7682,7530,1593,21.2,39.8,20.6,8.6,3603,769,21.3433250069,31225,79.9140848737,15.4907576152,0.2863837542,3.8401457954,2.0958083832,47.5,95.3,4.7,447,8.4,16.1,10.4,4345,3603,742,17.0771001151,2449,1154,32.0288648349,677,18.7898973078
"9700000US4215660",4215660,"Montgomery Area School District, Pennsylvania",7628,6246,905,14.5,23.2,12.7,7.1,2305,207,8.9804772234,47758,92.0949134767,4.8898793917,0.3408495018,2.0844257997,2.0582066072,36.9,91.7,8.3,506,8.4,13.9,14.6,2555,2305,250,9.7847358121,1710,595,25.8134490239,192,8.3297180043
"9700000US4215720",4215720,"Montour School District, Pennsylvania",25684,25487,1719,6.7,9.1,6,6.9,11166,426,3.8151531435,66114,91.6757514406,3.0953122567,3.0563775113,1.5223485438,1.0901728703,44.2,95.2,4.8,779,6.1,11,6.4,11942,11166,776,6.4980740245,8424,2742,24.5566899516,593,5.3107648218
"9700000US4215750",4215750,"Montoursville Area School District, Pennsylvania",13261,13180,1040,7.9,13.3,7.1,4.8,5562,369,6.6343042071,54061,96.8252771284,0.9727773169,0.4222909283,1.2970364226,0.7691727622,45.3,97.9,2.1,592,6.4,12.3,6.9,6170,5562,608,9.8541329011,4607,955,17.1700827041,128,2.3013304567
"9700000US4215810",4215810,"Montrose Area School District, Pennsylvania",11868,11678,1304,11.2,17.5,11.2,4.7,4813,441,9.1626843964,51980,98.1209976407,0.5139871925,0.1516683519,0.8678800135,1.4408493428,47.4,97.5,2.5,512,9.7,15.7,11,6156,4813,1343,21.81611436,3854,959,19.9252025764,222,4.6125077914
"9700000US4215830",4215830,"Moon Area School District, Pennsylvania",27243,26115,2492,9.5,8.5,9.7,10.1,10913,568,5.2048016128,65385,90.8490254377,4.6360532981,2.727306097,1.4095363947,2.2794846383,41,92.3,7.7,716,6.7,10.9,5.5,11526,10913,613,5.3184105501,7847,3066,28.0949326491,443,4.0593787226
"9700000US4215900",4215900,"Morrisville Borough School District, Pennsylvania",8731,8677,623,7.2,4,8.2,7.8,3586,506,14.1104294479,56269,67.174435918,20.7650899095,0.9277287825,7.5936318864,13.5494216012,37.9,79.8,20.2,904,12.1,15.7,13.3,3940,3586,354,8.9847715736,2162,1424,39.7099832683,314,8.7562744004
"9700000US4215960",4215960,"Moshannon Valley School District, Pennsylvania",8893,6461,1001,15.5,27.3,13.5,10.5,2696,494,18.3234421365,39067,83.3576970651,13.2688631508,0.5397503655,1.4168447093,3.1148094007,40.7,94.4,5.6,350,9.2,17.7,9,3335,2696,639,19.1604197901,2251,445,16.5059347181,221,8.1973293769
"9700000US4215990",4215990,"Mount Carmel Area School District, Pennsylvania",12544,12409,1968,15.9,27.4,13.3,13,5750,590,10.2608695652,35515,98.684630102,0.3507653061,0.3348214286,0.4225127551,3.1170280612,45.7,94.9,5.1,374,9.9,20.1,8.9,7098,5750,1348,18.9912651451,4118,1632,28.3826086957,669,11.6347826087
"9700000US4216020",4216020,"Mount Union Area School District, Pennsylvania",9978,9933,1736,17.5,24.9,16.9,9.5,4063,885,21.7819345311,38132,96.0513128884,2.1447183804,0.4710362798,1.2828222089,1.5734616156,43.5,95.7,4.3,413,11.9,17.7,14.6,5165,4063,1102,21.3359148112,3048,1015,24.9815407334,346,8.5158749692
"9700000US4216050",4216050,"Mountain View School District, Pennsylvania",8561,8498,941,11.1,16.6,10.6,7.2,3492,128,3.6655211913,51173,97.6638243196,0.9111085154,0.3504263521,0.5957247985,0.8293423665,47.7,98.4,1.6,542,8.3,17.5,13.1,4536,3492,1044,23.0158730159,2881,611,17.4971363116,106,3.0355097365
"9700000US4216110",4216110,"Mt. Lebanon School District, Pennsylvania",33072,32592,1896,5.8,6.8,5.3,6.1,13920,590,4.2385057471,76040,92.3439767779,1.2941461055,3.7977745525,2.298016449,1.9291243348,43.7,90.1,9.9,714,4.8,9.3,5.1,14520,13920,600,4.132231405,10164,3756,26.9827586207,1191,8.5560344828
"9700000US4216170",4216170,"Mount Pleasant Area School District, Pennsylvania",17836,17634,1942,11,22.6,9.2,6.9,7628,924,12.1132669114,46608,98.0769230769,0.3420049338,0.5886970173,0.7288629738,0.3251850191,47.8,97.5,2.5,445,8,15.1,10.7,8632,7628,1004,11.6311399444,5776,1852,24.2789722077,480,6.2926061877
"9700000US4216200",4216200,"Muhlenberg School District, Pennsylvania",23615,23287,1927,8.3,11.1,7.6,7.4,9382,670,7.1413344703,59132,88.9222951514,2.3078551768,1.7700614017,3.0743171713,15.8585644717,43.7,83,17,728,7.5,12.4,8.6,9900,9382,518,5.2323232323,7738,1644,17.5229162226,454,4.8390535067
"9700000US4216230",4216230,"Muncy School District, Pennsylvania",7145,6973,483,6.9,7.8,6.3,7.9,2983,238,7.9785450888,45236,95.8992302309,0.9097270819,0.1539538139,1.77746676,0.8397480756,44.2,98.5,1.5,513,5.4,13.6,6.4,3180,2983,197,6.1949685535,2190,793,26.5839758632,147,4.9279249078
"9700000US4216290",4216290,"Greater Nanticoke Area School District, Pennsylvania",18918,17620,3732,21.2,41.7,17.9,10.9,7814,1484,18.9915536217,37057,93.6726926736,4.0596257533,0.7347499736,1.0677661486,2.7169891109,43.6,95.3,4.7,450,9.5,20.8,9.9,9155,7814,1341,14.647733479,4800,3014,38.5717942155,1200,15.3570514461
"9700000US4216380",4216380,"Nazareth Area School District, Pennsylvania",27958,27110,1303,4.8,4.4,4.8,5.2,9948,316,3.176517893,75646,95.0354102582,1.938622219,1.7097074183,0.8763144717,2.6969024966,43.9,95.9,4.1,735,7.7,11.2,4.9,10403,9948,455,4.3737383447,8044,1904,19.1395255328,477,4.794933655
"9700000US4216410",4216410,"Neshaminy School District, Pennsylvania",70814,69146,3316,4.8,5.5,4.3,6,25311,995,3.9310971514,78062,90.9565905047,4.4694551925,2.9344479905,0.9927415483,4.0458101505,41.6,90.1,9.9,1044,8.7,10.7,5.5,26973,25311,1662,6.1617172728,19150,6161,24.3411955276,961,3.7967682035
"9700000US4216440",4216440,"Neshannock Township School District, Pennsylvania",9550,9492,720,7.6,15.1,4.9,8.2,4326,252,5.8252427184,56840,95.9685863874,1.277486911,0.9005235602,1.6230366492,0.942408377,49.9,96.5,3.5,650,5.7,14.3,4.4,4614,4326,288,6.2418725618,3412,914,21.1280628756,132,3.0513176144
"9700000US4216500",4216500,"Woodland Hills School District, Pennsylvania",47159,46769,8306,17.8,30.7,16.4,8.8,22048,3571,16.1964804064,42124,69.3123263852,27.0298352382,1.3253037596,1.8490638054,1.5691596514,43,93.7,6.3,511,9.6,14.7,10.3,26387,22048,4339,16.4437033388,12914,9134,41.4277939042,3906,17.715892598
"9700000US4216530",4216530,"New Brighton Area School District, Pennsylvania",10851,10746,1932,18,27.5,16.9,9.4,4676,1083,23.1608212147,38633,90.4893558197,5.0870887476,0.1658833287,3.8521795226,0.9492212699,40.7,97.8,2.2,426,8.2,19.1,8.8,5202,4676,526,10.1114955786,2834,1842,39.3926432849,685,14.6492728828
"9700000US4216620",4216620,"New Castle Area School District, Pennsylvania",24193,23274,5975,25.7,39.8,23.9,12.5,10106,2973,29.4181674253,29698,82.7677427355,12.4912164676,0.4009424214,3.232339933,1.5996362584,42.1,95.8,4.2,430,11.4,19,10.9,11859,10106,1753,14.7820220929,6199,3907,38.6602018603,1645,16.2774589353
"9700000US4216740",4216740,"New Kensington-Arnold School District, Pennsylvania",18174,17952,4725,26.3,49.8,22.3,10.6,8270,2287,27.654171705,33209,77.1486739298,15.203037306,0.5997578959,6.1241333774,1.573676681,41.6,96.6,3.4,444,12.5,20.8,9.4,9820,8270,1550,15.784114053,4596,3674,44.4256348247,1621,19.6009673519
"9700000US4216860",4216860,"New Hope-Solebury School District, Pennsylvania",11202,11180,349,3.1,1.4,3.9,2,4673,85,1.8189599829,104538,94.8669880379,0.2945902517,3.83860025,0.5802535262,3.2494197465,48.1,89.7,10.3,1386,3.7,7.9,3.3,5354,4673,681,12.7194620844,3966,707,15.1294671517,106,2.2683500963
"9700000US4216890",4216890,"Newport School District, Pennsylvania",7465,7446,1208,16.2,27.3,13.6,10.3,3119,461,14.7803783264,50088,96.9993302076,1.0850636303,0.4554588078,1.1922304086,2.8265237776,40.8,98.2,1.8,480,7,14.5,9.8,3433,3119,314,9.1465190795,2250,869,27.8614940686,243,7.7909586406
"9700000US4216980",4216980,"Norristown Area School District, Pennsylvania",63870,62976,7495,11.9,18.6,10.7,7.9,25802,2890,11.2006821177,57228,69.2296852983,22.4581180523,4.2539533427,2.1653358384,14.5905746047,37.2,82.5,17.5,919,9.7,11.2,16,28838,25802,3036,10.5277758513,14565,11237,43.5508875281,3417,13.243159445
"9700000US4217010",4217010,"North Allegheny School District, Pennsylvania",50687,49832,1619,3.2,2.2,3,6.2,19158,538,2.8082263284,95326,90.7629175134,1.7085248683,6.1238581885,0.6826207903,0.93120524,42.8,90.4,9.6,829,4.3,7.9,3.2,20528,19158,1370,6.6738113796,16223,2935,15.3199707694,704,3.674705084
"9700000US4217100",4217100,"Moniteau School District, Pennsylvania",9475,9390,964,10.3,15.6,9,8.3,3681,421,11.4371094811,48082,98.3852242744,0.2110817942,0.0633245383,1.1820580475,1.9947229551,42.8,98.9,1.1,452,7.5,15.3,11.9,4007,3681,326,8.1357624158,3041,640,17.3865797338,165,4.4824775876
"9700000US4217130",4217130,"North Clarion County School District, Pennsylvania",4843,4843,732,15.1,26.1,10.5,16.7,1945,195,10.0257069409,46725,99.1121205864,0.5162089614,0,0.3716704522,0.2477803015,41.2,97,3,423,9.8,13.1,14.1,3404,1945,1459,42.8613396005,1633,312,16.0411311054,111,5.706940874
"9700000US4217160",4217160,"North East School District, Pennsylvania",10644,10326,1801,17.4,30.1,14,8.9,4068,575,14.1347099312,46622,97.4163848177,1.0804208944,0.3194287862,0.9770762871,1.3622698234,40.3,95,5,472,11,14.3,9.4,4259,4068,191,4.484620803,2896,1172,28.8102261554,279,6.8584070796
"9700000US4217220",4217220,"North Hills School District, Pennsylvania",37888,37359,2561,6.9,6.1,6.3,9.2,17012,787,4.6261462497,60193,94.4415118243,1.9953547297,2.0534206081,1.0478251689,1.2431376689,44.6,94.5,5.5,644,4.8,11.3,5.2,18200,17012,1188,6.5274725275,12628,4384,25.7700446743,1240,7.28897249
"9700000US4217280",4217280,"North Penn School District, Pennsylvania",98929,97888,4351,4.4,4.1,4.3,5.5,38724,1511,3.9019729367,79002,78.5553275581,5.4321786332,13.4581366435,1.6577545512,3.418613349,41.6,82.5,17.5,996,6.6,9.4,6.5,40299,38724,1575,3.9082855654,28058,10666,27.5436421857,2300,5.9394690631
"9700000US4217310",4217310,"North Pocono School District, Pennsylvania",20690,20463,1506,7.4,10.5,6.7,5.6,7812,534,6.8356374808,59781,97.8105364911,0.6041565974,0.2948284195,1.0488158531,2.2281295312,43.9,95.7,4.3,647,7.1,12.9,9,10739,7812,2927,27.2557966291,6771,1041,13.3256528418,311,3.9810547875
"9700000US4217370",4217370,"Northampton Area School District, Pennsylvania",41762,41544,2471,5.9,7.6,5.4,6.1,16191,1035,6.3924402446,61933,94.9475599828,1.7025046693,1.278674393,1.1733154542,3.3906422106,44.4,94.6,5.4,712,7.2,13,7.5,17186,16191,995,5.7895961829,13710,2481,15.3233277747,867,5.3548267556
"9700000US4217430",4217430,"Riverside Beaver County School District, Pennsylvania",10535,10473,805,7.7,10.7,6,10,4198,417,9.9333015722,53500,97.8927384907,0.493592786,1.2719506407,0.237304224,0.1044138586,44.4,97.9,2.1,592,6.6,11.8,3.9,4458,4198,260,5.8322117541,3618,580,13.8161029061,224,5.3358742258
"9700000US4217460",4217460,"Northeast Bradford School District, Pennsylvania",5609,5582,795,14.2,21.6,12.1,10.5,2115,144,6.8085106383,46319,97.0582991621,0.0178284899,0.8379390266,1.9076484222,0.8022820467,40.8,95.7,4.3,434,6.2,10.7,17,2751,2115,636,23.118865867,1726,389,18.3924349882,91,4.3026004728
"9700000US4217520",4217520,"Northeastern York School District, Pennsylvania",23367,23281,1673,7.2,9.3,7.1,3.5,8689,677,7.7914604673,60410,90.9616125305,4.8701159755,0.8601874438,2.2467582488,6.3807934266,39.3,94.5,5.5,680,9.6,12.7,9.2,9386,8689,697,7.4259535478,7213,1476,16.9869950512,298,3.4296236621
"9700000US4217580",4217580,"Northern Bedford County School District, Pennsylvania",6966,6933,887,12.8,18.8,11.3,8.2,2476,219,8.844911147,52031,98.5644559288,0.4593741028,0.0717772036,0.746482917,0.8039046799,39,90.3,9.7,434,7.3,13.8,15.4,2764,2476,288,10.4196816208,2125,351,14.1760904685,189,7.633279483
"9700000US4217610",4217610,"Northern Cambria School District, Pennsylvania",7774,7735,1111,14.4,17.8,15.4,6.5,3193,594,18.6031944879,43074,99.4983277592,0.2315410342,0,0.244404425,0.1800874711,42.9,98.3,1.7,372,8.8,18.6,9.8,3549,3193,356,10.0309946464,2553,640,20.0438459129,321,10.0532414657
"9700000US4217640",4217640,"Northern Lebanon School District, Pennsylvania",17170,17007,1336,7.9,11.5,6.8,6.5,6492,405,6.2384473198,61409,94.8864298195,1.316249272,0.5299941759,1.3278974956,3.7798485731,40.6,95.2,4.8,553,6.3,9.5,11.5,6845,6492,353,5.1570489408,5284,1208,18.6075169439,180,2.7726432532
"9700000US4217670",4217670,"Northern Lehigh School District, Pennsylvania",12998,12848,1314,10.2,17.1,9.1,6,5127,491,9.5767505364,56358,97.3149715341,1.2617325742,0.200030774,0.7308816741,3.9467610402,43.4,94.8,5.2,643,10.4,14.4,10.8,5368,5127,241,4.4895678092,3880,1247,24.3222157207,407,7.9383655159
"9700000US4217700",4217700,"Northern Potter School District, Pennsylvania",4582,4537,720,15.9,22.4,15,9.7,1764,235,13.3219954649,40125,97.5774770842,0.4364906155,0.0654735923,1.7459624618,1.6804888695,41.2,97.1,2.9,402,7,17.6,15.8,2529,1764,765,30.2491103203,1343,421,23.8662131519,122,6.9160997732
"9700000US4217730",4217730,"Northern Tioga School District, Pennsylvania",14244,14138,2296,16.2,25.8,15.2,9.2,6006,853,14.2024642025,41619,98.301039034,0.400168492,0.1684919966,0.9126649817,0.6458859871,44.1,98.9,1.1,422,8.9,18.3,12.7,7106,6006,1100,15.479876161,4581,1425,23.7262737263,342,5.6943056943
"9700000US4217760",4217760,"Northern York County School District, Pennsylvania",21329,21287,1068,5,7,4.3,5.1,8373,344,4.1084438075,66805,96.4883491959,0.5016644006,1.2096207042,1.303389751,2.7614984294,42.4,95.7,4.3,599,5.9,10.2,7.6,8848,8373,475,5.3684448463,6799,1574,18.7985190493,390,4.6578287352
"9700000US4217770",4217770,"Northgate School District, Pennsylvania",13050,12996,1806,13.9,17,13.7,11.6,6553,944,14.4056157485,38118,86.4367816092,7.4865900383,1.4482758621,3.1954022989,1.2183908046,40,94.4,5.6,545,7.7,14.3,13.2,7515,6553,962,12.8010645376,2839,3714,56.6763314512,1348,20.5707309629
"9700000US4217790",4217790,"Northwest Area School District, Pennsylvania",9156,9082,918,10.1,15.2,9,7.6,3447,399,11.5752828547,51088,98.4054172128,0.5133245959,0.131061599,0.5679335955,1.2669287899,43.5,98.2,1.8,470,9.1,17.7,8.9,4093,3447,646,15.7830442218,2927,520,15.0855816652,188,5.4540179867
"9700000US4217850",4217850,"Northwestern Lehigh School District, Pennsylvania",14925,14903,793,5.3,4.1,5.9,4.5,5704,152,2.6647966339,75618,96.1742043551,1.0653266332,0.9112227806,1.608040201,1.9631490787,43.7,96.8,3.2,849,6.3,8.8,4,6065,5704,361,5.9521846661,5166,538,9.4319775596,137,2.4018232819
"9700000US4217880",4217880,"Northwestern School District, Pennsylvania",12027,9812,1332,13.6,20.9,12.5,7.6,3875,531,13.7032258065,48174,87.7442421219,9.2126049721,0.4406751476,1.3220254428,2.9184335246,41.6,94.5,5.5,458,7.5,15.1,11.9,4255,3875,380,8.9306698002,3192,683,17.6258064516,240,6.1935483871
"9700000US4217940",4217940,"Norwin School District, Pennsylvania",35650,35363,1393,3.9,3.9,3.8,4.3,14385,817,5.6795272854,61902,97.6858345021,0.5329593268,0.9649368864,0.7854137447,0.889200561,44.5,96.4,3.6,560,6,10.3,5.3,15418,14385,1033,6.6999610844,11930,2455,17.0663885992,570,3.9624608968
"9700000US4218030",4218030,"Octorara Area School District, Pennsylvania",17640,17443,1546,8.9,13.5,7.4,5.8,6075,258,4.2469135802,64389,92.2675736961,4.8526077098,0.5725623583,1.2188208617,6.0260770975,37.7,84.7,15.3,817,7,8.4,17.2,6444,6075,369,5.7262569832,4814,1261,20.7572016461,567,9.3333333333
"9700000US4218090",4218090,"Oil City Area School District, Pennsylvania",15006,14532,3119,21.5,37.7,17.9,11.6,6051,1367,22.5913072219,38255,96.4014394242,0.9396241503,0.5930960949,1.9325603092,1.1662001866,41,98,2,409,10.6,18.6,12.3,7055,6051,1004,14.2310418143,4130,1921,31.7468187077,659,10.8907618575
"9700000US4218120",4218120,"Old Forge School District, Pennsylvania",8299,8266,820,9.9,12.7,9.2,9.4,3695,495,13.3964817321,49347,97.951560429,0.6024822268,0.9519219183,0.494035426,3.7474394505,43.6,95.3,4.7,494,12.4,13.3,6,3833,3695,138,3.6003130707,2419,1276,34.5331529093,446,12.0703653586
"9700000US4218150",4218150,"Oley Valley School District, Pennsylvania",13347,13231,724,5.5,4.5,6.1,4.3,5129,174,3.3924741665,71556,98.6813516146,0.6293549112,0.4870008242,0.1123848056,1.5808795984,43.5,95.9,4.1,646,6.2,9.7,5.8,5347,5129,218,4.0770525528,4478,651,12.6925326574,74,1.4427763697
"9700000US4218210",4218210,"Oswayo Valley School District, Pennsylvania",3125,3119,574,18.4,31.9,17,8.6,1277,142,11.1198120595,40804,99.552,0.16,0,0.288,0.544,44.6,98.7,1.3,420,8.7,19.2,11.9,1803,1277,526,29.1735995563,1009,268,20.9866875489,80,6.2646828504
"9700000US4218240",4218240,"Otto-Eldred School District, Pennsylvania",4089,4065,519,12.8,16.2,13.3,7.1,1720,221,12.8488372093,43351,97.3098557104,0.4891171436,0.6603081438,0.831499144,0.5380288579,43.2,98.4,1.6,424,10.6,16.2,10.7,1922,1720,202,10.5098855359,1391,329,19.1279069767,105,6.1046511628
"9700000US4218270",4218270,"Owen J. Roberts School District, Pennsylvania",32968,32330,1436,4.4,4.3,5,2.5,12221,504,4.1240487685,84130,92.835476826,3.6975248726,1.6895171075,1.4438243145,2.1263042951,43.3,95.1,4.9,864,7.1,8.9,6.1,12765,12221,544,4.2616529573,9834,2387,19.5319531953,464,3.7967433107
"9700000US4218300",4218300,"Oxford Area School District, Pennsylvania",25894,23929,2804,11.7,18,8.5,9.3,7775,685,8.8102893891,67331,88.8893179887,6.7390128987,0.3475708658,2.3596199892,15.5711747895,31.7,84.1,15.9,715,7.2,7.3,15,8026,7775,251,3.1273361575,5529,2246,28.8874598071,397,5.1061093248
"9700000US4218330",4218330,"Palisades School District, Pennsylvania",14941,14840,1153,7.8,15.1,7.2,3,5816,150,2.5790921596,71746,97.0751623051,1.1846596613,1.0976507597,0.4216585235,1.3319054949,48.4,96.2,3.8,901,9.2,9.4,10.3,6630,5816,814,12.2775263952,4892,924,15.8872077029,149,2.5618982118
"9700000US4218360",4218360,"Palmerton Area School District, Pennsylvania",14047,13973,1193,8.5,16.5,8,2.6,5887,398,6.7606590793,51016,98.6402790631,0.3559478892,0.1922118602,0.5908734961,2.8547020716,45.5,95.3,4.7,624,7.3,16.4,10.5,6442,5887,555,8.6153368519,4969,918,15.593680992,485,8.2384915916
"9700000US4218390",4218390,"Palmyra Area School District, Pennsylvania",22601,22324,922,4.1,4.9,3.9,4,9512,387,4.0685449958,60601,95.4692270254,0.4867041281,1.840626521,1.9910623424,1.9689394275,44.4,95.7,4.3,624,4.4,14,5.5,9840,9512,328,3.3333333333,7002,2510,26.3877207738,372,3.9108494533
"9700000US4218450",4218450,"Panther Valley School District, Pennsylvania",12649,12351,2653,21.5,35.1,20.9,7.5,5301,1077,20.3169213356,35861,95.2565420191,1.8657601391,0.1027749229,1.0672780457,4.4983793185,43.1,96.5,3.5,530,17.7,21.2,12.9,6370,5301,1069,16.7817896389,3616,1685,31.7864553858,738,13.921901528
"9700000US4218510",4218510,"Parkland School District, Pennsylvania",56031,55157,2687,4.9,6.3,4.3,5.2,21171,828,3.9110103443,78768,88.2368688762,2.732415984,5.8967357356,2.0060323749,5.5737002731,43.5,86.1,13.9,912,7.2,10,5.2,22222,21171,1051,4.7295472955,17528,3643,17.2075008266,731,3.4528364272
